iter,tag,objective_value,triangle_area,var_restore,gini_restore,p90_restore,sequence
23,opt_triangle_sa_it0022,141.82898080306245,141.82898080306245,23126.221255318862,0.5788625648775665,368.520753,[(9, 10), 17, (11, 14), 15, 11, 32, 28]
24,opt_triangle_sa_it0023,193.34125160476063,193.34125160476063,40667.74610361113,0.5950514791202342,507.293757,[(9, 10), 28, (11, 14), 15, 17, 32, 11]
25,opt_triangle_sa_it0024,124.66919836500094,124.66919836500094,12546.042652361548,0.5570113185594334,276.36705500000005,[15, 11, (11, 14), (9, 10), 17, 32, 28]
26,opt_triangle_sa_it0025,130.51162988174895,130.51162988174895,21451.487317993946,0.6075114554124803,355.453683,[(9, 10), 11, 17, 15, (11, 14), 32, 28]
27,opt_triangle_sa_it0026,124.66919836500094,124.66919836500094,12546.042652361548,0.5570113185594334,276.36705500000005,[15, 11, (11, 14), (9, 10), 17, 32, 28]
28,opt_triangle_sa_it0027,186.01172433438094,186.01172433438094,41882.2066283954,0.6304560610662633,514.230137,[(9, 10), 11, 32, 15, 17, (11, 14), 28]
29,opt_triangle_sa_it0028,130.51162988174895,130.51162988174895,21451.487317993946,0.6075114554124803,355.453683,[(9, 10), 11, 17, 15, (11, 14), 32, 28]
30,opt_triangle_sa_it0029,113.29982165191252,113.29982165191252,18227.76906065796,0.590619419308569,320.107799,[(9, 10), 11, (11, 14), 15, 28, 32, 17]
31,opt_triangle_sa_it0030,104.268553844288,104.268553844288,15637.64488035445,0.6005784348345351,303.588626,[(9, 10), 11, 15, (11, 14), 17, 32, 28]
32,opt_triangle_sa_it0031,189.5397712733678,189.5397712733678,21818.956051832905,0.5252758255259142,360.447858,[17, 11, 15, (11, 14), (9, 10), 32, 28]
33,opt_triangle_sa_it0032,138.88555875664053,138.88555875664053,26863.607448998515,0.6124012993607708,395.74232400000005,[(9, 10), 11, 17, (11, 14), 15, 32, 28]
34,opt_triangle_sa_it0033,215.30542991472493,215.30542991472493,45776.0130137034,0.5985874262626216,535.933234,[(9, 10), 28, 15, (11, 14), 17, 32, 11]
35,opt_triangle_sa_it0034,189.5397712733678,189.5397712733678,21818.956051832905,0.5252758255259142,360.447858,[17, 11, 15, (11, 14), (9, 10), 32, 28]
36,opt_triangle_sa_it0035,108.0698613054087,108.0698613054087,16786.182144057562,0.5929451852858858,312.016702,[(9, 10), 11, (11, 14), 15, 17, 32, 28]
37,opt_triangle_sa_it0036,207.59873653180506,207.59873653180506,45804.821959095054,0.5985605811480197,535.834263,[(9, 10), 32, 15, (11, 14), 17, 11, 28]
