iter,tag,objective_value,triangle_area,var_restore,gini_restore,p90_restore,p90_access_restore,sequence
-1,baseline,0.6075993909547031,220.68646431437358,37411.27662055932,0.6075993909547031,465.93032700000003,512.649255,[(9, 10), 28, 11, 17, 15, 32, (11, 14)]
0,single_gini_restore_sa_init,0.6075993909547031,220.68646431437358,37411.27662055932,0.6075993909547031,465.93032700000003,512.649255,[(9, 10), 28, 11, 17, 15, 32, (11, 14)]
1,single_gini_restore_sa_it0000,0.598594263725343,173.1646250110891,30876.85988208461,0.598594263725343,435.6246063,327.4899334,[(9, 10), 28, 11, (11, 14), 15, 32, 17]
2,single_gini_restore_sa_it0001,0.6075993909547031,220.68646431437358,37411.27662055932,0.6075993909547031,465.93032700000003,512.649255,[(9, 10), 28, 11, 17, 15, 32, (11, 14)]
3,single_gini_restore_sa_it0002,0.613849415609333,213.4441448424711,34778.73144329046,0.613849415609333,468.01304400000004,514.731972,[(9, 10), 28, 11, 15, 17, 32, (11, 14)]
4,single_gini_restore_sa_it0003,0.5692797592152725,179.07616163512225,39394.275844676406,0.5692797592152725,448.09316099999995,448.09316099999995,[(9, 10), 28, (11, 14), 15, 17, 32, 11]
5,single_gini_restore_sa_it0004,0.5863076826939404,198.61841987399396,41444.77410874373,0.5863076826939404,475.723362,475.723362,[(9, 10), 28, 15, (11, 14), 17, 32, 11]
6,single_gini_restore_sa_it0005,0.593877917431628,143.14185198570425,17639.26831373748,0.593877917431628,317.611993,317.611993,[(9, 10), 17, 15, (11, 14), 28, 32, 11]
7,single_gini_restore_sa_it0006,0.5701329664765873,148.4313002271368,16979.42174407346,0.5701329664765873,317.479806,317.479806,[17, (9, 10), 15, (11, 14), 28, 32, 11]
8,single_gini_restore_sa_it0007,0.5705444409945928,145.24129562966618,17042.47536560936,0.5705444409945928,318.200653,318.200653,[17, (9, 10), 28, (11, 14), 15, 32, 11]
9,single_gini_restore_sa_it0008,0.5846044427400463,150.66075326668718,18521.62204260278,0.5846044427400463,352.626496,352.626496,[17, (9, 10), 28, (11, 14), 32, 15, 11]
10,single_gini_restore_sa_it0009,0.49259005336006045,188.74265179237022,19515.853730338928,0.49259005336006045,374.87379499999986,374.87379499999986,[17, 28, (9, 10), (11, 14), 32, 15, 11]
11,single_gini_restore_sa_it0010,0.47577164426531415,250.95836971684568,36405.726175762866,0.47577164426531415,526.80639,526.80639,[15, 28, (9, 10), (11, 14), 32, 17, 11]
12,single_gini_restore_sa_it0011,0.49259005336006045,188.74265179237022,19515.853730338928,0.49259005336006045,374.87379499999986,374.87379499999986,[17, 28, (9, 10), (11, 14), 32, 15, 11]
13,single_gini_restore_sa_it0012,0.5261905996378089,242.02678886378905,37258.37994279052,0.5261905996378089,504.945438,504.945438,[32, 28, (9, 10), (11, 14), 17, 15, 11]
14,single_gini_restore_sa_it0013,0.5090643719160592,287.8226116140261,40516.891521392834,0.5090643719160592,514.223476,514.223476,[32, 28, 17, (11, 14), (9, 10), 15, 11]
15,single_gini_restore_sa_it0014,0.45799851862039453,301.7313111159639,46051.40514645853,0.45799851862039453,531.4033549999999,531.4033549999999,[32, 15, 17, (11, 14), (9, 10), 28, 11]
16,single_gini_restore_sa_it0015,0.4715942564022413,282.72007880546715,37588.845233938126,0.4715942564022413,512.978216,512.978216,[32, 15, 17, (9, 10), (11, 14), 28, 11]
17,single_gini_restore_sa_it0016,0.48422527242818436,248.2914135828172,38383.084750976275,0.48422527242818436,496.833044,496.833044,[32, 15, (11, 14), (9, 10), 17, 28, 11]
18,single_gini_restore_sa_it0017,0.4572163910874376,198.01747639556226,22598.62229840414,0.4572163910874376,380.46454,380.46454,[17, 15, (11, 14), (9, 10), 32, 28, 11]
19,single_gini_restore_sa_it0018,0.46934529973721384,242.60134248354248,37386.32875148029,0.46934529973721384,507.65081699999996,507.65081699999996,[28, 15, (11, 14), (9, 10), 32, 17, 11]
20,single_gini_restore_sa_it0019,0.4316498982763983,217.04266145561473,23910.95418183156,0.4316498982763983,394.28129409999997,320.447952,[28, 15, (11, 14), (9, 10), 32, 11, 17]
