row_kind,experiment_id,source_experiment_id,rule_type,rule_label,description,objective,objective_value,triangle_area,var_restore,gini_restore,p90_restore,min_time_avg_cri,p90_access_restore,share_access_initial,share_access_final,time_avg_share_access,cri_w_e,cri_w_a,cri_threshold,critical_access_threshold,is_primary_setting,is_pareto,session_dir,run_dir,sequence,power_sequence,road_sequence,scenario_id,scenario_seed,broken_bus_count,broken_link_count,mean_remaining_capacity_factor,mean_capacity_drop_fraction,study_result_dir
optimized,baseline_reference,,baseline,Baseline sequence,Baseline repair sequence used as the reference point.,triangle,4949.902515122518,4949.902515122518,2953565.2869222197,0.1953840248488754,5358.734427999999,0.30181208785079794,5338.734427999999,0.20833333333333334,1.0,0.3129546819059743,0.133,0.867,0.9,0.9,1,0,,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/reference,"[8, 7, 6, 17, 20, 32, 29, 30, 1, 3, 25, 18, 26, 21, (14, 15), (7, 18), (10, 11), (17, 10), (18, 20), (21, 24), (18, 16)]","[8, 7, 6, 17, 20, 32, 29, 30, 1, 3, 25, 18, 26, 21]","[(14, 15), (7, 18), (10, 11), (17, 10), (18, 20), (21, 24), (18, 16)]",scenario_001,20260325,14,7,0.22129422736141782,0.7787057726385822,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335
optimized,single_triangle,,single,Single objective: triangle,Pure efficiency objective that minimizes resilience-triangle loss.,triangle,2945.0668269167786,2945.0668269167786,1100098.073595333,0.2176940768652551,3189.0932100000005,0.3404528406741458,3169.0932100000005,0.20833333333333334,1.0,0.35760495151849137,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/single_triangle_20260325_235336,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/single_triangle_20260325_235336/best,"[1, 29, 3, 30, 20, 32, 18, 6, 8, 25, 26, 7, 17, 21, (10, 11), (14, 15), (17, 10), (21, 24), (18, 20), (7, 18), (18, 16)]","[1, 29, 3, 30, 20, 32, 18, 6, 8, 25, 26, 7, 17, 21]","[(10, 11), (14, 15), (17, 10), (21, 24), (18, 20), (7, 18), (18, 16)]",scenario_001,20260325,14,7,0.22129422736141782,0.7787057726385822,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335
optimized,single_gini_restore,,single,Single objective: gini_restore,Equity objective that reduces restoration-time inequality using Gini.,equity:gini_restore,0.08907668379452183,4041.6602263114683,526710.9622873338,0.08907668379452183,3312.6862360000005,0.19122448983018336,3312.6862360000005,0.20833333333333334,1.0,0.27244482725991964,0.133,0.867,0.9,0.9,1,1,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/single_gini_restore_20260325_235438,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/single_gini_restore_20260325_235438/best,"[25, 8, 1, 26, 20, 32, 29, 17, 3, 7, 21, 18, 6, 30, (18, 20), (17, 10), (14, 15), (18, 16), (7, 18), (10, 11), (21, 24)]","[25, 8, 1, 26, 20, 32, 29, 17, 3, 7, 21, 18, 6, 30]","[(18, 20), (17, 10), (14, 15), (18, 16), (7, 18), (10, 11), (21, 24)]",scenario_001,20260325,14,7,0.22129422736141782,0.7787057726385822,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335
optimized,single_maximin_time_avg_cri,,single,Single objective: maximize minimum time-avg CRI,Equity via maximin: improve the worst-served zone by maximizing the minimum time-averaged CRI.,equity:maximin_time_avg_cri_loss,0.5688852860940534,4779.493604030911,3005375.8082175883,0.24934783400552663,5619.299065,0.43111471390594663,5380.297064,0.20833333333333334,1.0,0.4483188484796072,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/single_maximin_time_avg_cri_20260325_235541,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/single_maximin_time_avg_cri_20260325_235541/best,"[8, 18, 6, 26, 17, 32, 29, 1, 7, 3, 25, 20, 30, 21, (10, 11), (14, 15), (7, 18), (17, 10), (21, 24), (18, 20), (18, 16)]","[8, 18, 6, 26, 17, 32, 29, 1, 7, 3, 25, 20, 30, 21]","[(10, 11), (14, 15), (7, 18), (17, 10), (21, 24), (18, 20), (18, 16)]",scenario_001,20260325,14,7,0.22129422736141782,0.7787057726385822,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335
optimized,single_p90_access_restore,,single,Single objective: p90_access_restore,Critical-access objective that shortens the time by which 90% of zones regain access.,critical_access:p90_access_restore,2546.103246,2933.2368140572303,480881.17423687916,0.14859366496029636,2546.103246,0.18861158333095626,2546.103246,0.20833333333333334,1.0,0.2667265843664849,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/single_p90_access_restore_20260325_235645,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/single_p90_access_restore_20260325_235645/best,"[17, 8, 26, 18, 6, 29, 32, 20, 30, 3, 21, 1, 7, 25, (18, 20), (7, 18), (17, 10), (18, 16), (10, 11), (14, 15), (21, 24)]","[17, 8, 26, 18, 6, 29, 32, 20, 30, 3, 21, 1, 7, 25]","[(18, 20), (7, 18), (17, 10), (18, 16), (10, 11), (14, 15), (21, 24)]",scenario_001,20260325,14,7,0.22129422736141782,0.7787057726385822,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335
optimized,weighted_gini_restore_l050,,weighted_sum,Weighted sum: triangle + 0.5 * equity:gini_restore,Weighted trade-off objective. triangle + 0.5 * equity:gini_restore.,weighted_sum,1.1909661494708534,4318.196500649252,1014715.2619691052,0.12449324530358297,3815.3619360000007,0.18520173290965206,3815.3619360000007,0.20833333333333334,1.0,0.294149512176189,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/weighted_gini_restore_l050_20260325_235749,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/weighted_gini_restore_l050_20260325_235749/best,"[26, 30, 7, 21, 20, 32, 17, 18, 25, 1, 29, 3, 6, 8, (21, 24), (18, 20), (10, 11), (14, 15), (7, 18), (18, 16), (17, 10)]","[26, 30, 7, 21, 20, 32, 17, 18, 25, 1, 29, 3, 6, 8]","[(21, 24), (18, 20), (10, 11), (14, 15), (7, 18), (18, 16), (17, 10)]",scenario_001,20260325,14,7,0.22129422736141782,0.7787057726385822,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335
optimized,guardrail_gini_restore,,guardrail,Guardrail on equity:gini_restore,Triangle minimization with a fairness guardrail. Guardrail on equity:gini_restore.,guardrail,1918.382974654867,1918.382974654867,175077.4269485393,0.125426449166943,1811.587178,0.3059707950543925,1572.585177,0.20833333333333334,1.0,0.4042354348725322,0.133,0.867,0.9,0.9,1,1,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/guardrail_gini_restore_20260325_235852,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/guardrail_gini_restore_20260325_235852/best,"[25, 26, 1, 7, 8, 32, 29, 3, 17, 6, 18, 20, 30, 21, (10, 11), (14, 15), (21, 24), (17, 10), (7, 18), (18, 20), (18, 16)]","[25, 26, 1, 7, 8, 32, 29, 3, 17, 6, 18, 20, 30, 21]","[(10, 11), (14, 15), (21, 24), (17, 10), (7, 18), (18, 20), (18, 16)]",scenario_001,20260325,14,7,0.22129422736141782,0.7787057726385822,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335
optimized,weighted_maximin_time_avg_cri_l050,,weighted_sum,Weighted sum: triangle + 0.5 * equity:maximin_time_avg_cri_loss,Weighted trade-off objective. triangle + 0.5 * equity:maximin_time_avg_cri_loss.,weighted_sum,1.223459617982583,3685.408326291396,1423136.7106327014,0.20532405731430026,3876.6031041999995,0.3312504544373071,3716.3802749999995,0.20833333333333334,1.0,0.3396537807224177,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/weighted_maximin_time_avg_cri_l050_20260325_235952,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335/weighted_maximin_time_avg_cri_l050_20260325_235952/best,"[21, 29, 6, 26, 3, 17, 30, 18, 1, 25, 7, 20, 8, 32, (10, 11), (17, 10), (7, 18), (18, 16), (18, 20), (21, 24), (14, 15)]","[21, 29, 6, 26, 3, 17, 30, 18, 1, 25, 7, 20, 8, 32]","[(10, 11), (17, 10), (7, 18), (18, 16), (18, 20), (21, 24), (14, 15)]",scenario_001,20260325,14,7,0.22129422736141782,0.7787057726385822,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260325_235335
optimized,baseline_reference,,baseline,Baseline sequence,Baseline repair sequence used as the reference point.,triangle,976.7080797185793,976.7080797185793,216093.8142347415,0.2516229856726042,1239.1513479999999,0.412392746438142,1239.1513479999999,0.25,1.0,0.35338208447264935,0.133,0.867,0.9,0.9,1,0,,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260326_000053/reference,"[23, 13, 16, 32, 7, 26, 5, 20, 8, 15, 33, (1, 2), (18, 16), (9, 8), (20, 18)]","[23, 13, 16, 32, 7, 26, 5, 20, 8, 15, 33]","[(1, 2), (18, 16), (9, 8), (20, 18)]",scenario_002,20260326,11,4,0.2174824145084496,0.7825175854915504,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260326_000053
optimized,single_triangle,,single,Single objective: triangle,Pure efficiency objective that minimizes resilience-triangle loss.,triangle,549.8830634199321,549.8830634199321,95614.04562323102,0.28445007097619346,766.6463819999999,0.45873294398622055,766.6463819999999,0.25,1.0,0.3753002323457996,0.133,0.867,0.9,0.9,1,1,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260326_000053/single_triangle_20260326_000054,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260326_000053/single_triangle_20260326_000054/best,"[16, 13, 7, 23, 5, 8, 26, 20, 33, 32, 15, (1, 2), (9, 8), (18, 16), (20, 18)]","[16, 13, 7, 23, 5, 8, 26, 20, 33, 32, 15]","[(1, 2), (9, 8), (18, 16), (20, 18)]",scenario_002,20260326,11,4,0.2174824145084496,0.7825175854915504,results/batch_tradeoff_20260325_235335/scenario_runs/tradeoff_20260326_000053
