iter,tag,objective_value,triangle_area,var_restore,gini_restore,p90_restore,p90_access_restore,sequence
0,dynamic_sa_smoke_sa_init,43.52284653348955,43.52284653348955,1561.6794649821868,0.33333333333333326,83.830529,83.830529,[8, 7, (14, 15)]
1,dynamic_sa_smoke_sa_it0000,31.351727808369898,31.351727808369898,889.2608271558996,0.335057153161729,63.422404,63.422404,[7, 8, (14, 15)]
