row_kind,experiment_id,source_experiment_id,rule_type,rule_label,description,objective,objective_value,triangle_area,var_restore,gini_restore,p90_restore,min_time_avg_cri,p90_access_restore,share_access_initial,share_access_final,time_avg_share_access,cri_w_e,cri_w_a,cri_threshold,critical_access_threshold,is_primary_setting,is_pareto,session_dir,run_dir,sequence,power_sequence,road_sequence
optimized,baseline_reference,,baseline,Baseline sequence,Baseline repair sequence used as the reference point.,triangle,3922.0235069862615,3922.0235069862615,1732664.786746839,0.16501951591723807,3970.8832140000004,0.24842509878702612,3970.8832140000004,0.20833333333333334,1.0,0.28465304286038706,0.133,0.867,0.9,0.9,1,0,,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/reference,"[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8, (2, 1), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (11, 12), (4, 3)]","[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8]","[(2, 1), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (11, 12), (4, 3)]"
optimized,single_triangle,,single,Single objective: triangle,Pure efficiency objective that minimizes resilience-triangle loss.,triangle,3847.8439814232356,3847.8439814232356,1709495.9847516303,0.1633807497961408,3970.8832140000004,0.24002234158188535,3970.8832140000004,0.20833333333333334,1.0,0.2845080728556526,0.133,0.867,0.9,0.9,1,1,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/single_triangle_20260325_210320,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/single_triangle_20260325_210320/best,"[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8, (11, 12), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (2, 1), (4, 3)]","[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8]","[(11, 12), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (2, 1), (4, 3)]"
optimized,single_var_restore,,single,Single objective: var_restore,Equity objective that reduces dispersion in restoration times.,equity:var_restore,1709495.9847516303,3847.8439814232356,1709495.9847516303,0.1633807497961408,3970.8832140000004,0.24002234158188535,3970.8832140000004,0.20833333333333334,1.0,0.2845080728556526,0.133,0.867,0.9,0.9,1,1,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/single_var_restore_20260325_210324,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/single_var_restore_20260325_210324/best,"[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8, (11, 12), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (2, 1), (4, 3)]","[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8]","[(11, 12), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (2, 1), (4, 3)]"
optimized,single_gini_restore,,single,Single objective: gini_restore,Equity objective that reduces restoration-time inequality using Gini.,equity:gini_restore,0.1633807497961408,3847.8439814232356,1709495.9847516303,0.1633807497961408,3970.8832140000004,0.24002234158188535,3970.8832140000004,0.20833333333333334,1.0,0.2845080728556526,0.133,0.867,0.9,0.9,1,1,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/single_gini_restore_20260325_210328,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/single_gini_restore_20260325_210328/best,"[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8, (11, 12), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (2, 1), (4, 3)]","[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8]","[(11, 12), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (2, 1), (4, 3)]"
optimized,single_p90_restore,,single,Single objective: p90_restore,Equity objective that shortens the time by which 90% of zones recover.,equity:p90_restore,3970.8832140000004,3922.0235069862615,1732664.786746839,0.16501951591723807,3970.8832140000004,0.24842509878702612,3970.8832140000004,0.20833333333333334,1.0,0.28465304286038706,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/single_p90_restore_20260325_210332,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/single_p90_restore_20260325_210332/best,"[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8, (2, 1), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (11, 12), (4, 3)]","[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8]","[(2, 1), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (11, 12), (4, 3)]"
optimized,single_maximin_time_avg_cri,,single,Single objective: maximize minimum time-avg CRI,Equity via maximin: improve the worst-served zone by maximizing the minimum time-averaged CRI.,equity:maximin_time_avg_cri_loss,0.7515749012129739,3922.0235069862615,1732664.786746839,0.16501951591723807,3970.8832140000004,0.24842509878702612,3970.8832140000004,0.20833333333333334,1.0,0.28465304286038706,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/single_maximin_time_avg_cri_20260325_210337,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/single_maximin_time_avg_cri_20260325_210337/best,"[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8, (2, 1), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (11, 12), (4, 3)]","[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8]","[(2, 1), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (11, 12), (4, 3)]"
optimized,single_p90_access_restore,,single,Single objective: p90_access_restore,Critical-access objective that shortens the time by which 90% of zones regain access.,critical_access:p90_access_restore,3970.8832140000004,3922.0235069862615,1732664.786746839,0.16501951591723807,3970.8832140000004,0.24842509878702612,3970.8832140000004,0.20833333333333334,1.0,0.28465304286038706,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/single_p90_access_restore_20260325_210341,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/single_p90_access_restore_20260325_210341/best,"[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8, (2, 1), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (11, 12), (4, 3)]","[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8]","[(2, 1), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (11, 12), (4, 3)]"
optimized,weighted_gini_restore_l025,,weighted_sum,Weighted sum: triangle + 0.25 * equity:gini_restore,Weighted trade-off objective. triangle + 0.25 * equity:gini_restore.,weighted_sum,1.2286037295255545,3847.8439814232356,1709495.9847516303,0.1633807497961408,3970.8832140000004,0.24002234158188535,3970.8832140000004,0.20833333333333334,1.0,0.2845080728556526,0.133,0.867,0.9,0.9,1,1,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/weighted_gini_restore_l025_20260325_210349,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/weighted_gini_restore_l025_20260325_210349/best,"[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8, (11, 12), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (2, 1), (4, 3)]","[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8]","[(11, 12), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (2, 1), (4, 3)]"
optimized,guardrail_gini_restore,,guardrail,Guardrail on equity:gini_restore,Triangle minimization with a fairness guardrail. Guardrail on equity:gini_restore.,guardrail,10460.053656187876,3847.8439814232356,1709495.9847516303,0.1633807497961408,3970.8832140000004,0.24002234158188535,3970.8832140000004,0.20833333333333334,1.0,0.2845080728556526,0.133,0.867,0.9,0.9,1,1,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/guardrail_gini_restore_20260325_210353,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/guardrail_gini_restore_20260325_210353/best,"[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8, (11, 12), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (2, 1), (4, 3)]","[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8]","[(11, 12), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (2, 1), (4, 3)]"
optimized,weighted_p90_restore_l025,,weighted_sum,Weighted sum: triangle + 0.25 * equity:p90_restore,Weighted trade-off objective. triangle + 0.25 * equity:p90_restore.,weighted_sum,1.2310864148491485,3847.8439814232356,1709495.9847516303,0.1633807497961408,3970.8832140000004,0.24002234158188535,3970.8832140000004,0.20833333333333334,1.0,0.2845080728556526,0.133,0.867,0.9,0.9,1,1,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/weighted_p90_restore_l025_20260325_210357,results/batch_tradeoff_20260325_210319/scenario_runs/tradeoff_20260325_210319/weighted_p90_restore_l025_20260325_210357/best,"[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8, (11, 12), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (2, 1), (4, 3)]","[15, 11, 29, 30, 13, 19, 23, 10, 18, 9, 31, 28, 1, 8]","[(11, 12), (19, 15), (8, 7), (24, 13), (14, 15), (8, 16), (2, 1), (4, 3)]"
