iter,tag,objective_value,triangle_area,var_restore,gini_restore,p90_restore,p90_access_restore,sequence
0,single_maximin_time_avg_cri_sa_init,0.8081305490045058,6181.702886390953,4416083.2864566175,0.24603213393061085,5594.671302,5594.671302,[17, 19, 5, 7, 4, 9, 13, 30, 27, 16, 3, 12, 8, 26, (16, 8), (16, 10), (18, 20), (2, 6), (11, 12), (22, 15), (13, 24), (22, 23), (6, 8), (8, 16), (19, 20), (20, 21)]
1,single_maximin_time_avg_cri_sa_it0000,0.8226044248272031,6140.460102169188,4205978.440983534,0.23471788176965647,5594.671302,5594.671302,[17, 19, 5, 7, 4, 9, 13, 30, 27, 16, 3, 12, 8, 26, (13, 24), (16, 10), (18, 20), (2, 6), (11, 12), (22, 15), (16, 8), (22, 23), (6, 8), (8, 16), (19, 20), (20, 21)]
2,single_maximin_time_avg_cri_sa_it0001,0.8360337051983463,6376.445993775989,3960185.1035025003,0.22007790876829847,5594.671302,5594.671302,[17, 19, 5, 7, 4, 9, 13, 30, 27, 16, 3, 12, 8, 26, (13, 24), (16, 10), (18, 20), (2, 6), (16, 8), (22, 15), (11, 12), (22, 23), (6, 8), (8, 16), (19, 20), (20, 21)]
3,single_maximin_time_avg_cri_sa_it0002,0.7878167493778426,5985.30234757799,4578413.3422954185,0.25287750981153634,5594.671302,5594.671302,[17, 19, 5, 7, 4, 9, 13, 30, 27, 16, 3, 12, 8, 26, (13, 24), (16, 10), (18, 20), (8, 16), (16, 8), (22, 15), (11, 12), (22, 23), (6, 8), (2, 6), (19, 20), (20, 21)]
4,single_maximin_time_avg_cri_sa_it0003,0.7879410348318258,5697.713588123363,3906383.989184607,0.24580068020603285,5282.145827,5282.145827,[17, 19, 4, 7, 5, 9, 13, 30, 27, 16, 3, 12, 8, 26, (13, 24), (16, 10), (18, 20), (8, 16), (16, 8), (22, 15), (11, 12), (22, 23), (6, 8), (2, 6), (19, 20), (20, 21)]
5,single_maximin_time_avg_cri_sa_it0004,0.7881906385751738,5701.872206699376,3908948.9594900943,0.2459392855167153,5282.145827,5282.145827,[17, 19, 4, 7, 5, 9, 13, 30, 27, 16, 3, 12, 8, 26, (13, 24), (16, 10), (18, 20), (8, 16), (16, 8), (22, 15), (11, 12), (22, 23), (2, 6), (6, 8), (19, 20), (20, 21)]
6,single_maximin_time_avg_cri_sa_it0005,0.8045463990505588,5749.55889114777,3569425.1356026824,0.19795667147836005,5282.145827,5282.145827,[17, 19, 4, 7, 5, 9, 13, 30, 27, 16, 3, 12, 8, 26, (13, 24), (20, 21), (18, 20), (8, 16), (16, 8), (22, 15), (11, 12), (22, 23), (2, 6), (6, 8), (19, 20), (16, 10)]
7,single_maximin_time_avg_cri_sa_it0006,0.8223879589380226,5860.403827390628,3582952.198591268,0.19863183700338993,5282.145827,5282.145827,[17, 19, 4, 7, 5, 9, 13, 30, 27, 16, 3, 12, 8, 26, (13, 24), (20, 21), (18, 20), (8, 16), (16, 8), (22, 15), (11, 12), (2, 6), (22, 23), (6, 8), (19, 20), (16, 10)]
8,single_maximin_time_avg_cri_sa_it0007,0.8269577418554738,5806.901191932615,3569425.1356026824,0.19795667147836005,5282.145827,5282.145827,[17, 19, 4, 7, 5, 9, 13, 30, 27, 16, 3, 12, 8, 26, (13, 24), (20, 21), (18, 20), (8, 16), (16, 8), (6, 8), (11, 12), (2, 6), (22, 23), (22, 15), (19, 20), (16, 10)]
9,single_maximin_time_avg_cri_sa_it0008,0.8269577418554738,5784.060992053828,3569425.1356026824,0.19795667147836005,5282.145827,5282.145827,[17, 19, 4, 7, 5, 9, 13, 27, 30, 16, 3, 12, 8, 26, (13, 24), (20, 21), (18, 20), (8, 16), (16, 8), (6, 8), (11, 12), (2, 6), (22, 23), (22, 15), (19, 20), (16, 10)]
10,single_maximin_time_avg_cri_sa_it0009,0.8377626628007971,5924.8469769868725,3569425.1356026824,0.19795667147836005,5282.145827,5282.145827,[17, 19, 4, 7, 5, 9, 13, 27, 30, 16, 3, 12, 8, 26, (13, 24), (20, 21), (18, 20), (8, 16), (22, 23), (6, 8), (11, 12), (2, 6), (16, 8), (22, 15), (19, 20), (16, 10)]
11,single_maximin_time_avg_cri_sa_it0010,0.8354902970086261,6242.280941413643,4008240.00121434,0.19641800847982593,5594.932148000001,5594.932148000001,[17, 12, 4, 7, 5, 9, 13, 27, 30, 16, 3, 19, 8, 26, (13, 24), (20, 21), (18, 20), (8, 16), (22, 23), (6, 8), (11, 12), (2, 6), (16, 8), (22, 15), (19, 20), (16, 10)]
12,single_maximin_time_avg_cri_sa_it0011,0.835492302000839,6243.877465729459,4008240.00121434,0.19641800847982593,5594.932148000001,5594.932148000001,[17, 12, 4, 7, 5, 9, 13, 27, 30, 16, 3, 19, 8, 26, (13, 24), (20, 21), (18, 20), (8, 16), (22, 23), (6, 8), (11, 12), (2, 6), (16, 8), (22, 15), (16, 10), (19, 20)]
13,single_maximin_time_avg_cri_sa_it0012,0.8339669842292271,6226.281249845536,4008240.00121434,0.19641800847982593,5594.932148000001,5594.932148000001,[17, 12, 4, 7, 5, 9, 13, 27, 30, 16, 3, 19, 8, 26, (13, 24), (20, 21), (18, 20), (6, 8), (22, 23), (8, 16), (11, 12), (2, 6), (16, 8), (22, 15), (16, 10), (19, 20)]
