row_kind,experiment_id,source_experiment_id,rule_type,rule_label,description,objective,objective_value,triangle_area,var_restore,gini_restore,p90_restore,min_time_avg_cri,p90_access_restore,share_access_initial,share_access_final,time_avg_share_access,cri_w_e,cri_w_a,cri_threshold,critical_access_threshold,is_primary_setting,is_pareto,session_dir,run_dir,sequence,power_sequence,road_sequence
optimized,weighted_p90_restore_l050,,weighted_sum,Weighted sum: triangle + 0.5 * equity:p90_restore,Weighted trade-off objective. triangle + 0.5 * equity:p90_restore.,weighted_sum,0.8295599290308001,2501.7250121738384,1043818.9067272994,0.30396892011740495,3474.078067,0.5260452036815141,2687.583431,0.20833333333333334,1.0,0.5447563821493517,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_p90_restore_l050_20260325_212002,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_p90_restore_l050_20260325_212002/best,"[1, 8, 7, 18, 6, 3, 32, 30, 29, 26, 17, 20, 25, 21, (17, 10), (21, 24), (7, 18), (14, 15), (18, 20), (18, 16), (10, 11)]","[1, 8, 7, 18, 6, 3, 32, 30, 29, 26, 17, 20, 25, 21]","[(17, 10), (21, 24), (7, 18), (14, 15), (18, 20), (18, 16), (10, 11)]"
optimized,weighted_p90_restore_l100,,weighted_sum,Weighted sum: triangle + 1.0 * equity:p90_restore,Weighted trade-off objective. triangle + 1.0 * equity:p90_restore.,weighted_sum,1.018244948308277,2675.1529012101028,709584.7635132979,0.20061229636616607,2560.399962,0.2688819751208347,2560.399962,0.20833333333333334,1.0,0.26958499872841346,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_p90_restore_l100_20260325_212107,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_p90_restore_l100_20260325_212107/best,"[1, 8, 21, 18, 6, 3, 32, 20, 29, 30, 26, 17, 25, 7, (17, 10), (10, 11), (18, 16), (14, 15), (21, 24), (18, 20), (7, 18)]","[1, 8, 21, 18, 6, 3, 32, 20, 29, 30, 26, 17, 25, 7]","[(17, 10), (10, 11), (18, 16), (14, 15), (21, 24), (18, 20), (7, 18)]"
optimized,guardrail_p90_restore,,guardrail,Guardrail on equity:p90_restore,Triangle minimization with a fairness guardrail. Guardrail on equity:p90_restore.,guardrail,2045.354069812495,2045.354069812495,439940.059423016,0.23271017259246962,2345.740328,0.46949365245026836,2345.740328,0.20833333333333334,1.0,0.45241869016742536,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/guardrail_p90_restore_20260325_212211,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/guardrail_p90_restore_20260325_212211/best,"[1, 3, 17, 6, 29, 32, 30, 20, 18, 8, 7, 21, 26, 25, (10, 11), (21, 24), (14, 15), (17, 10), (7, 18), (18, 20), (18, 16)]","[1, 3, 17, 6, 29, 32, 30, 20, 18, 8, 7, 21, 26, 25]","[(10, 11), (21, 24), (14, 15), (17, 10), (7, 18), (18, 20), (18, 16)]"
optimized,weighted_maximin_time_avg_cri_l025,,weighted_sum,Weighted sum: triangle + 0.25 * equity:maximin_time_avg_cri_loss,Weighted trade-off objective. triangle + 0.25 * equity:maximin_time_avg_cri_loss.,weighted_sum,1.0326210512194378,3829.0873078632426,1074288.7451383537,0.18693760387442038,3661.837832,0.2765297955018047,3641.837832,0.20833333333333334,1.0,0.3192671238151105,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_maximin_time_avg_cri_l025_20260325_212312,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_maximin_time_avg_cri_l025_20260325_212312/best,"[8, 20, 6, 17, 7, 32, 18, 3, 30, 1, 25, 29, 26, 21, (18, 16), (7, 18), (10, 11), (21, 24), (18, 20), (14, 15), (17, 10)]","[8, 20, 6, 17, 7, 32, 18, 3, 30, 1, 25, 29, 26, 21]","[(18, 16), (7, 18), (10, 11), (21, 24), (18, 20), (14, 15), (17, 10)]"
optimized,weighted_maximin_time_avg_cri_l050,,weighted_sum,Weighted sum: triangle + 0.5 * equity:maximin_time_avg_cri_loss,Weighted trade-off objective. triangle + 0.5 * equity:maximin_time_avg_cri_loss.,weighted_sum,1.291673876364737,3829.0873078632426,1074288.7451383537,0.18693760387442038,3661.837832,0.2765297955018047,3641.837832,0.20833333333333334,1.0,0.3192671238151105,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_maximin_time_avg_cri_l050_20260325_212411,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_maximin_time_avg_cri_l050_20260325_212411/best,"[8, 20, 6, 17, 7, 32, 18, 3, 30, 1, 25, 29, 26, 21, (18, 16), (7, 18), (10, 11), (21, 24), (18, 20), (14, 15), (17, 10)]","[8, 20, 6, 17, 7, 32, 18, 3, 30, 1, 25, 29, 26, 21]","[(18, 16), (7, 18), (10, 11), (21, 24), (18, 20), (14, 15), (17, 10)]"
optimized,weighted_maximin_time_avg_cri_l100,,weighted_sum,Weighted sum: triangle + 1.0 * equity:maximin_time_avg_cri_loss,Weighted trade-off objective. triangle + 1.0 * equity:maximin_time_avg_cri_loss.,weighted_sum,1.5683729395271748,3605.462249312992,1347647.900410833,0.2302265679685327,4123.24011,0.41353445399223543,3001.010004,0.20833333333333334,1.0,0.44614293070278327,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_maximin_time_avg_cri_l100_20260325_212514,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_maximin_time_avg_cri_l100_20260325_212514/best,"[26, 1, 17, 30, 6, 32, 18, 8, 29, 3, 25, 7, 20, 21, (7, 18), (14, 15), (18, 16), (10, 11), (18, 20), (21, 24), (17, 10)]","[26, 1, 17, 30, 6, 32, 18, 8, 29, 3, 25, 7, 20, 21]","[(7, 18), (14, 15), (18, 16), (10, 11), (18, 20), (21, 24), (17, 10)]"
optimized,guardrail_maximin_time_avg_cri,,guardrail,Guardrail on equity:maximin_time_avg_cri_loss,Triangle minimization with a fairness guardrail. Guardrail on equity:maximin_time_avg_cri_loss.,guardrail,2547.5440300750565,2547.5440300750565,748148.346396279,0.24119127792753603,3007.189768,0.49534863233017007,3007.189768,0.20833333333333334,1.0,0.4519246364867254,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/guardrail_maximin_time_avg_cri_20260325_212619,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/guardrail_maximin_time_avg_cri_20260325_212619/best,"[1, 7, 18, 3, 21, 32, 17, 6, 29, 8, 26, 20, 30, 25, (10, 11), (7, 18), (18, 20), (17, 10), (14, 15), (21, 24), (18, 16)]","[1, 7, 18, 3, 21, 32, 17, 6, 29, 8, 26, 20, 30, 25]","[(10, 11), (7, 18), (18, 20), (17, 10), (14, 15), (21, 24), (18, 16)]"
optimized,weighted_p90_access_restore_l025,,weighted_sum,Weighted sum: triangle + 0.25 * critical_access:p90_access_restore,Weighted trade-off objective. triangle + 0.25 * critical_access:p90_access_restore.,weighted_sum,0.7957040041758847,3203.8699874117265,1207521.3720708915,0.21483724151935135,3170.0293509999997,0.27858487993712044,3170.0293509999997,0.20833333333333334,1.0,0.30705307952608174,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_p90_access_restore_l025_20260325_212719,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_p90_access_restore_l025_20260325_212719/best,"[1, 18, 20, 30, 3, 17, 26, 21, 29, 8, 25, 7, 6, 32, (10, 11), (17, 10), (7, 18), (21, 24), (18, 20), (14, 15), (18, 16)]","[1, 18, 20, 30, 3, 17, 26, 21, 29, 8, 25, 7, 6, 32]","[(10, 11), (17, 10), (7, 18), (21, 24), (18, 20), (14, 15), (18, 16)]"
optimized,weighted_p90_access_restore_l050,,weighted_sum,Weighted sum: triangle + 0.5 * critical_access:p90_access_restore,Weighted trade-off objective. triangle + 0.5 * critical_access:p90_access_restore.,weighted_sum,1.041181865431395,3361.0849591538636,1496496.5597914485,0.2624102236380599,3866.9673940000002,0.4377822188614644,3866.9673940000002,0.20833333333333334,1.0,0.420440789871751,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_p90_access_restore_l050_20260325_212822,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_p90_access_restore_l050_20260325_212822/best,"[1, 18, 6, 30, 7, 3, 32, 8, 17, 21, 25, 26, 20, 29, (17, 10), (21, 24), (14, 15), (18, 16), (18, 20), (10, 11), (7, 18)]","[1, 18, 6, 30, 7, 3, 32, 8, 17, 21, 25, 26, 20, 29]","[(17, 10), (21, 24), (14, 15), (18, 16), (18, 20), (10, 11), (7, 18)]"
optimized,weighted_p90_access_restore_l100,,weighted_sum,Weighted sum: triangle + 1.0 * critical_access:p90_access_restore,Weighted trade-off objective. triangle + 1.0 * critical_access:p90_access_restore.,weighted_sum,1.0029943686355247,2695.554246898359,602874.639393719,0.18872105220584934,2447.421238,0.22709358684974268,2447.421238,0.20833333333333334,1.0,0.2543348448434659,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_p90_access_restore_l100_20260325_212926,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/weighted_p90_access_restore_l100_20260325_212926/best,"[1, 8, 21, 18, 3, 30, 32, 20, 6, 26, 17, 29, 25, 7, (18, 20), (17, 10), (7, 18), (21, 24), (18, 16), (14, 15), (10, 11)]","[1, 8, 21, 18, 3, 30, 32, 20, 6, 26, 17, 29, 25, 7]","[(18, 20), (17, 10), (7, 18), (21, 24), (18, 16), (14, 15), (10, 11)]"
optimized,guardrail_p90_access_restore,,guardrail,Guardrail on critical_access:p90_access_restore,Triangle minimization with a fairness guardrail. Guardrail on critical_access:p90_access_restore.,guardrail,2045.354069812495,2045.354069812495,439940.059423016,0.23271017259246962,2345.740328,0.46949365245026836,2345.740328,0.20833333333333334,1.0,0.45241869016742536,0.133,0.867,0.9,0.9,1,0,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/guardrail_p90_access_restore_20260325_213028,results/batch_tradeoff_20260325_210830/scenario_runs/tradeoff_20260325_210830/guardrail_p90_access_restore_20260325_213028/best,"[1, 3, 17, 6, 29, 32, 30, 20, 18, 8, 7, 21, 26, 25, (10, 11), (21, 24), (14, 15), (17, 10), (7, 18), (18, 20), (18, 16)]","[1, 3, 17, 6, 29, 32, 30, 20, 18, 8, 7, 21, 26, 25]","[(10, 11), (21, 24), (14, 15), (17, 10), (7, 18), (18, 20), (18, 16)]"
