iter,tag,objective_value,triangle_area,var_restore,gini_restore,p90_restore,sequence
-1,baseline,0.6025472084063204,212.25759365702748,39586.51188763073,0.6025472084063204,485.2698995999999,[(9, 10), 28, 11, 17, 15, 32, (11, 14)]
0,opt_equity_gini_restore_sa_init,0.6025472084063204,212.25759365702748,39586.51188763073,0.6025472084063204,485.2698995999999,[(9, 10), 28, 11, 17, 15, 32, (11, 14)]
1,opt_equity_gini_restore_sa_it0000,0.5950433193009936,187.10435254145492,37295.72869420763,0.5950433193009936,468.27263300000004,[(9, 10), 28, 11, (11, 14), 15, 32, 17]
2,opt_equity_gini_restore_sa_it0001,0.6025472084063204,212.25759365702748,39586.51188763073,0.6025472084063204,485.2698995999999,[(9, 10), 28, 11, 17, 15, 32, (11, 14)]
3,opt_equity_gini_restore_sa_it0002,0.5829362935069196,184.4968604812826,27958.936961984928,0.5829362935069196,401.1890965999999,[(9, 10), 28, 11, 15, 17, 32, (11, 14)]
4,opt_equity_gini_restore_sa_it0003,0.5793888715252746,185.52203921427935,28224.99770031826,0.5793888715252746,401.1890965999999,[(9, 10), 28, 15, 11, 17, 32, (11, 14)]
5,opt_equity_gini_restore_sa_it0004,0.5829362935069196,184.4968604812826,27958.936961984928,0.5829362935069196,401.1890965999999,[(9, 10), 28, 11, 15, 17, 32, (11, 14)]
6,opt_equity_gini_restore_sa_it0005,0.5805241282084046,139.69325309174866,17674.49522689173,0.5805241282084046,318.0108796,[(9, 10), 17, 11, 15, 28, 32, (11, 14)]
7,opt_equity_gini_restore_sa_it0006,0.6010066726810523,144.53302128801386,21388.49215095745,0.6010066726810523,345.2324506,[(9, 10), 11, 17, 15, 28, 32, (11, 14)]
8,opt_equity_gini_restore_sa_it0007,0.4983816494529447,303.019401943783,40443.449255921514,0.4983816494529447,485.2698995999999,[28, 11, 17, 15, (9, 10), 32, (11, 14)]
9,opt_equity_gini_restore_sa_it0008,0.49865829862866806,273.2405789725184,37155.86424557293,0.49865829862866806,460.14524800000004,[28, 11, (11, 14), 15, (9, 10), 32, 17]
10,opt_equity_gini_restore_sa_it0009,0.49992035492905207,326.5291849431974,50026.10237296173,0.49992035492905207,514.9873120000001,[28, 11, (11, 14), 15, 32, (9, 10), 17]
11,opt_equity_gini_restore_sa_it0010,0.49993546655494336,294.88281697274647,42510.25364481692,0.49993546655494336,477.919759,[28, (11, 14), 11, 15, 32, (9, 10), 17]
12,opt_equity_gini_restore_sa_it0011,0.5652699717003375,115.34821068278421,16893.478032182553,0.5652699717003375,311.652994,[(9, 10), (11, 14), 11, 15, 32, 28, 17]
13,opt_equity_gini_restore_sa_it0012,0.4743755842791897,241.59421100206748,30918.191979250212,0.4743755842791897,423.077695,[32, (11, 14), 11, 15, (9, 10), 28, 17]
14,opt_equity_gini_restore_sa_it0013,0.47653333908477014,241.59421100206748,30804.6592000141,0.47653333908477014,423.077695,[32, (11, 14), 15, 11, (9, 10), 28, 17]
15,opt_equity_gini_restore_sa_it0014,0.5192482939048662,229.51123060482848,26643.62270622827,0.5192482939048662,421.086916,[32, 28, 15, 11, (9, 10), (11, 14), 17]
16,opt_equity_gini_restore_sa_it0015,0.5024113903458318,301.04887545518574,48807.43447138768,0.5024113903458318,564.105032,[32, (11, 14), 15, 17, (9, 10), 28, 11]
17,opt_equity_gini_restore_sa_it0016,0.5524964125765419,200.67982364792843,25267.83819555226,0.5524964125765419,408.579674,[15, (11, 14), 32, 17, (9, 10), 28, 11]
18,opt_equity_gini_restore_sa_it0017,0.5976580453560583,185.62415586592306,43340.82952179794,0.5976580453560583,533.592005,[(9, 10), (11, 14), 32, 17, 15, 28, 11]
19,opt_equity_gini_restore_sa_it0018,0.5682950166795842,162.0671532548423,33923.56584148267,0.5682950166795842,443.347961,[(9, 10), (11, 14), 32, 11, 15, 28, 17]
20,opt_equity_gini_restore_sa_it0019,0.5658919057245151,157.44227638935325,31676.521023865356,0.5658919057245151,435.25686400000006,[(9, 10), (11, 14), 32, 11, 15, 17, 28]
21,opt_equity_gini_restore_sa_it0020,0.5067291383430303,282.6476523061377,43504.64473408107,0.5067291383430303,492.08833500000003,[17, (11, 14), 32, 11, 15, (9, 10), 28]
22,opt_equity_gini_restore_sa_it0021,0.5081756785409584,282.6476523061377,43263.62864067829,0.5081756785409584,492.08833500000003,[17, (11, 14), 32, 15, 11, (9, 10), 28]
23,opt_equity_gini_restore_sa_it0022,0.5069628202213818,230.59616516139548,29085.540548809422,0.5069628202213818,414.986598,[17, 32, (11, 14), 15, 11, (9, 10), 28]
24,opt_equity_gini_restore_sa_it0023,0.553414880716538,211.40103489639398,29052.403154330197,0.553414880716538,439.82500099999993,[17, 32, (9, 10), 15, 11, (11, 14), 28]
