experiment_id,rule_type,rule_label,description,n_scenarios,triangle_area_mean,triangle_area_std,triangle_area_ci95,gini_restore_mean,gini_restore_std,gini_restore_ci95,var_restore_mean,var_restore_std,var_restore_ci95,p90_restore_mean,p90_restore_std,p90_restore_ci95,min_time_avg_cri_mean,min_time_avg_cri_std,min_time_avg_cri_ci95,p90_access_restore_mean,p90_access_restore_std,p90_access_restore_ci95,share_access_initial_mean,share_access_initial_std,share_access_initial_ci95,share_access_final_mean,share_access_final_std,share_access_final_ci95,time_avg_share_access_mean,time_avg_share_access_std,time_avg_share_access_ci95
single_triangle,single,Single objective: triangle,Pure efficiency objective that minimizes resilience-triangle loss.,100,4011.0696626070007,6354.63529834363,1245.5085184753514,0.20729015812055898,0.06008881570841227,0.011777407878848805,4673461.676643458,15066194.937901493,2952974.2078286926,4359.780999230999,6677.1567824502545,1308.7227293602498,0.33777860865476034,0.10392017323350877,0.020368353953767716,4205.7120029299995,6190.954837830719,1213.427148214821,0.20875,0.06842560699387591,0.01341141897079968,1.0,0.0,0.0,0.31457611867335017,0.06139251010989625,0.012032931981539664
weighted_maximin_time_avg_cri_l050,weighted_sum,Weighted sum: triangle + 0.5 * equity:maximin_time_avg_cri_loss,Weighted trade-off objective. triangle + 0.5 * equity:maximin_time_avg_cri_loss.,100,4232.822323723353,6499.396507031543,1273.8817153781824,0.2077949163591372,0.058203027623981815,0.011407793414300435,5280119.168598921,16401368.416748166,3214668.2096826406,4488.701169839,6717.831580296958,1316.6949897382037,0.3418257537540745,0.10249133641697672,0.020088301937727437,4397.740363565,6448.618039353304,1263.9291357132474,0.20875,0.06842560699387591,0.01341141897079968,1.0,0.0,0.0,0.31879697815506164,0.07194919439349715,0.01410204210112544
single_p90_access_restore,single,Single objective: p90_access_restore,Critical-access objective that shortens the time by which 90% of zones regain access.,100,4414.369357760823,6837.143270550534,1340.0800810279047,0.18922514133274176,0.0591400760715905,0.011591454910031737,5202498.868623188,17294061.77327144,3389636.1075612023,4405.827155997,6967.510387202126,1365.6320358916169,0.2974115419843156,0.09873484770408264,0.019352030150000196,4250.376044113,6524.558673295186,1278.8134999658564,0.20875,0.06842560699387591,0.01341141897079968,1.0,0.0,0.0,0.30301124861256046,0.06556220182612128,0.012850191557919772
weighted_gini_restore_l050,weighted_sum,Weighted sum: triangle + 0.5 * equity:gini_restore,Weighted trade-off objective. triangle + 0.5 * equity:gini_restore.,100,4529.140718668014,7347.532157263312,1440.1163028236092,0.1770087409849682,0.057659962488931564,0.011301352647830587,4897338.871955754,15650407.14964292,3067479.8013300123,4492.444170324,6989.657816210293,1369.9729319772173,0.30822767814537305,0.08868791302728259,0.017382830953347386,4368.586511531,6586.128194400764,1290.8811261025498,0.20875,0.06842560699387591,0.01341141897079968,1.0,0.0,0.0,0.2902637940880168,0.0672067944784106,0.01317253171776848
guardrail_gini_restore,guardrail,Guardrail on equity:gini_restore,Triangle minimization with a fairness guardrail. Guardrail on equity:gini_restore.,100,4597.563771401663,7112.609422283096,1394.0714467674868,0.17056938727696536,0.0531467979945368,0.010416772406929214,4480265.60383994,13882882.70418828,2721045.010020903,4518.219256122,6841.673013325906,1340.9679106118776,0.2904882306442909,0.09328974242512045,0.018284789515323606,4431.10224011,6581.652181421575,1290.0038275586287,0.20875,0.06842560699387591,0.01341141897079968,1.0,0.0,0.0,0.2780447594670634,0.06043211117291226,0.011844693789890802
single_maximin_time_avg_cri,single,Single objective: maximize minimum time-avg CRI,Equity via maximin: improve the worst-served zone by maximizing the minimum time-averaged CRI.,100,4856.323431084626,8378.010934324539,1642.0901431276095,0.21565835945799638,0.06309055116782414,0.012365748028893531,8455633.691140084,37584855.92750769,7366631.761791508,5127.223572256,8274.577056333643,1621.817103041394,0.37597496484816,0.09959773648324038,0.019521156350715115,5027.651856851,8060.445411558958,1579.8473006655556,0.20875,0.06842560699387591,0.01341141897079968,1.0,0.0,0.0,0.33245798481863126,0.07076799443328674,0.013870526908924203
single_gini_restore,single,Single objective: gini_restore,Equity objective that reduces restoration-time inequality using Gini.,100,4942.84202453971,7547.268283848485,1479.264583634303,0.16473541510151243,0.05331097223539164,0.010448950558136761,5161637.9831293365,16763049.878182998,3285557.7761238674,4738.461871972,7144.041603464839,1400.2321542791083,0.27351191654071955,0.09255280520353575,0.018140349819893008,4730.717369005,7095.810808643842,1390.778918494193,0.20875,0.06842560699387591,0.01341141897079968,1.0,0.0,0.0,0.27591407654750094,0.06380874761499349,0.012506514532538723
baseline_reference,baseline,Baseline sequence,Baseline repair sequence used as the reference point.,100,4988.354490562978,7471.289145173827,1464.37267245407,0.19793434342355862,0.058189400890549754,0.011405122574547752,6071254.0511688925,19004890.978773396,3724958.6318395855,4922.575240284,7208.154643073783,1412.7983100424613,0.3015759214424797,0.09800495642285671,0.019208971458879915,4899.383956056,7156.163106371351,1402.6079688487848,0.20875,0.06842560699387591,0.01341141897079968,1.0,0.0,0.0,0.30198595561703306,0.06251498774426043,0.012252937597875043
