iter,tag,objective_value,triangle_area,var_restore,gini_restore,p90_restore,p90_access_restore,sequence
0,single_gini_restore_sa_init,0.1625658703474513,753.9947938450583,71395.13270714822,0.1625658703474513,843.7250199999997,843.7250199999997,[7, 29, 25, 19, 17, 18, 3, 14, 33, (12, 13), (11, 12), (11, 4), (19, 15)]
1,single_gini_restore_sa_it0000,0.1833047011427298,788.8368713326727,74469.37768810896,0.1833047011427298,843.7250199999997,843.7250199999997,[7, 29, 25, 19, 17, 18, 3, 14, 33, (19, 15), (11, 12), (11, 4), (12, 13)]
2,single_gini_restore_sa_it0001,0.1616195522743562,824.1782839493173,70489.51702220687,0.1616195522743562,843.7250199999997,843.7250199999997,[7, 29, 25, 19, 17, 18, 3, 14, 33, (19, 15), (12, 13), (11, 4), (11, 12)]
3,single_gini_restore_sa_it0002,0.1616195522743562,821.58681527913,70489.51702220687,0.1616195522743562,843.7250199999997,843.7250199999997,[7, 29, 25, 19, 17, 18, 3, 14, 33, (19, 15), (12, 13), (11, 12), (11, 4)]
4,single_gini_restore_sa_it0003,0.17178017158367975,785.8733198751172,62568.42051469141,0.17178017158367975,813.4888429999997,813.4888429999997,[7, 29, 33, 19, 17, 18, 3, 14, 25, (19, 15), (12, 13), (11, 12), (11, 4)]
5,single_gini_restore_sa_it0004,0.18259546617386868,788.8010534601717,66868.7518162399,0.18259546617386868,821.1435879999999,821.1435879999999,[7, 29, 17, 19, 33, 18, 3, 14, 25, (19, 15), (12, 13), (11, 12), (11, 4)]
6,single_gini_restore_sa_it0005,0.19511653394420758,776.2760745726562,66922.63153404409,0.19511653394420758,854.2535459999999,854.2535459999999,[7, 29, 17, 19, 33, 14, 3, 18, 25, (19, 15), (12, 13), (11, 12), (11, 4)]
7,single_gini_restore_sa_it0006,0.2120299854750285,744.2154360241705,70444.19418705843,0.2120299854750285,854.2535459999999,854.2535459999999,[7, 29, 17, 19, 33, 14, 3, 18, 25, (19, 15), (11, 4), (11, 12), (12, 13)]
8,single_gini_restore_sa_it0007,0.2040794289988348,738.3517982890671,69627.30095745336,0.2040794289988348,818.60755,818.60755,[7, 29, 17, 19, 33, 14, 3, 25, 18, (19, 15), (11, 4), (11, 12), (12, 13)]
9,single_gini_restore_sa_it0008,0.20748796714838624,704.5736927765435,71608.86324396112,0.20748796714838624,818.60755,818.60755,[7, 29, 17, 19, 33, 14, 3, 25, 18, (11, 12), (11, 4), (19, 15), (12, 13)]
10,single_gini_restore_sa_it0009,0.25604646618394833,596.3158155619083,83370.42911354147,0.25604646618394833,837.4902259999999,837.4902259999999,[7, 3, 17, 19, 33, 14, 29, 25, 18, (11, 12), (11, 4), (19, 15), (12, 13)]
11,single_gini_restore_sa_it0010,0.24224457129304855,592.0922834670667,79705.23374017295,0.24224457129304855,804.291839,804.291839,[7, 3, 17, 19, 33, 25, 29, 14, 18, (11, 12), (11, 4), (19, 15), (12, 13)]
12,single_gini_restore_sa_it0011,0.19213217311107345,736.1636209920421,74501.77847016051,0.19213217311107345,815.4030970000001,815.4030970000001,[7, 25, 17, 19, 33, 3, 29, 14, 18, (11, 12), (11, 4), (19, 15), (12, 13)]
