iter,tag,objective_value,triangle_area,var_restore,gini_restore,p90_restore,p90_access_restore,sequence
-1,baseline,521.9500632999999,310.8298714981072,39523.8364309399,0.3510473908196947,521.9500632999999,629.845106,[(9, 10), 28, 11, 17, 15, 32, (11, 14)]
0,single_p90_restore_sa_init,521.9500632999999,310.8298714981072,39523.8364309399,0.3510473908196947,521.9500632999999,629.845106,[(9, 10), 28, 11, 17, 15, 32, (11, 14)]
1,single_p90_restore_sa_it0000,617.8070710000001,305.77872521178585,59294.88258326664,0.3809061313212536,617.8070710000001,617.8070710000001,[(9, 10), 28, 11, (11, 14), 15, 32, 17]
2,single_p90_restore_sa_it0001,450.8320874999999,326.58595103303867,27565.077980827948,0.33207465342776366,450.8320874999999,484.3298300999998,[17, 28, 11, (9, 10), 15, 32, (11, 14)]
3,single_p90_restore_sa_it0002,450.8320874999999,330.57832726735467,28058.043841416857,0.3255451320460272,450.8320874999999,484.3298300999998,[17, 28, 15, (9, 10), 11, 32, (11, 14)]
4,single_p90_restore_sa_it0003,603.9321590000001,424.49958799069265,64636.65639861189,0.3211895891990404,603.9321590000001,603.9321590000001,[17, 28, 15, (11, 14), 11, 32, (9, 10)]
5,single_p90_restore_sa_it0004,663.129862,349.31593053237367,74651.31048037257,0.3994527744410432,663.129862,663.129862,[17, 28, (11, 14), (9, 10), 11, 32, 15]
6,single_p90_restore_sa_it0005,450.8320874999999,326.58595103303867,27565.077980827948,0.33207465342776366,450.8320874999999,484.3298300999998,[17, 28, 11, (9, 10), 15, 32, (11, 14)]
7,single_p90_restore_sa_it0006,334.82171900000003,235.86297183595153,13167.749192323397,0.34305094830880245,334.82171900000003,409.94103900000005,[17, 15, 11, (9, 10), 28, 32, (11, 14)]
8,single_p90_restore_sa_it0007,334.82171900000003,235.08243524517135,13167.749192323397,0.34305094830880245,334.82171900000003,409.94103900000005,[17, 11, 15, (9, 10), 28, 32, (11, 14)]
9,single_p90_restore_sa_it0008,334.82171900000003,223.0149277116362,13005.609536559508,0.33904414785276193,334.82171900000003,409.94103900000005,[11, 17, 15, (9, 10), 28, 32, (11, 14)]
10,single_p90_restore_sa_it0009,444.4703514999999,276.77949226661997,25817.30764639446,0.3467660822494636,444.4703514999999,477.96809409999986,[11, 17, 28, (9, 10), 15, 32, (11, 14)]
11,single_p90_restore_sa_it0010,340.82171900000003,223.66599244184243,13249.612385240065,0.3407090825064092,340.82171900000003,409.94103900000005,[11, 17, 15, (9, 10), 32, 28, (11, 14)]
12,single_p90_restore_sa_it0011,290.132121,182.08321626242372,10133.039688322204,0.38483304895920245,290.132121,365.251441,[11, 15, 17, (9, 10), 28, 32, (11, 14)]
13,single_p90_restore_sa_it0012,626.687846,465.26666123304767,62420.649627759056,0.2551708527810024,626.687846,702.272109,[32, 15, 17, (9, 10), 28, 11, (11, 14)]
14,single_p90_restore_sa_it0013,364.7996761999999,187.45047865335235,15392.308049537613,0.4259602872313968,364.7996761999999,345.251441,[11, 15, 17, (9, 10), 28, (11, 14), 32]
15,single_p90_restore_sa_it0014,519.4280814999998,394.1012389857047,37426.59341242258,0.3059333415386676,519.4280814999998,552.9258240999998,[28, 15, 17, (9, 10), 11, 32, (11, 14)]
16,single_p90_restore_sa_it0015,303.14703259999993,218.56058513272578,13444.433706980008,0.30985736856684776,303.14703259999993,351.53055659999984,[11, 15, 28, (9, 10), 17, 32, (11, 14)]
